"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","SLFCHG09","CSSRAT01","CSSRAT07","SUCCESS4","SUCCESS7","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","SATIS28","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","COLLGPA","Success_Latent","HistDisadv_fs"
4,4,4,4,4,4,3,1,2,2,4,4,4,3,3,3,1,3,1,2,8,8,3,1,0,0,11,5,2,3,1,4,2,6,4,5,5,3,1,3,-0.608822547566116,-0.228002214744947
4,4,5,5,5,4,5,3,3,5,4,3,4,3,5,4,5,2,1,2,2,2,3,1,0,1,11,5,2,3,1,4,4,6,5,6,7,7,3,5,0.120118371760654,-0.142574883985761
4,4,4,4,4,3,5,2,3,5,4,4,4,4,4,4,3,2,1,1,6,6,3,1,1,1,2,3,2,3,1,3,4,9,6,7,5,2,1,3,-0.297088611476105,0.817639045847212
4,4,4,4,3,3,2,2,2,2,2,3,3,3,3,3,2,2,1,2,3,8,4,1,2,0,7,5,2,3,1,3,3,4,4,5,7,5,2,3,-0.683823890133,0.363004139863634
5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,4,4,2,1,1,2,3,2,0,1,1,5,8,1,3,1,5,5,5,5,6,4,4,4,6,0.41816368219865,0.554350420722706
5,5,5,5,4,5,5,3,3,4,4,5,4,5,3,4,4,2,1,1,6,6,2,0,1,1,12,7,1,1,1,3,4,7,4,6,5,5,5,5,0.145675190540327,-0.185227666017819
4,5,4,4,4,4,5,2,3,2,5,4,4,4,5,5,2,2,1,1,3,3,5,1,2,1,10,7,2,3,1,3,5,12,6,6,5,1,1,5,0.165419658719498,0.152515441215055
5,5,5,5,5,4,5,3,3,4,4,4,4,5,5,5,5,3,1,2,7,6,4,1,1,1,2,6,1,6,1,4,5,5,5,6,4,4,3,4,0.637666740782074,0.894324064103568
4,5,5,5,4,4,4,3,2,4,5,5,5,4,4,4,3,3,1,2,2,5,4,1,1,1,1,6,1,3,1,3,4,11,8,6,6,4,4,5,0.145675190540327,1.07733186851172
5,5,5,5,4,3,3,2,1,1,4,4,4,4,4,5,3,2,1,1,6,6,2,0,1,1,12,5,1,3,1,3,3,3,7,6,4,2,1,4,0.165419658719498,-0.185227666017819
5,4,4,4,4,5,3,3,3,2,4,4,4,3,4,4,3,3,1,1,8,8,5,1,1,0,10,3,2,3,1,5,2,9,3,4,8,5,3,5,-0.140488137621743,-0.016110932154278
5,5,5,5,5,5,5,3,3,5,5,5,4,4,5,5,5,3,1,2,8,6,4,1,1,0,1,8,1,3,1,5,5,2,8,8,8,2,6,5,0.637666740782074,0.945593691726599
5,5,5,5,5,3,4,3,3,5,5,5,5,4,4,5,4,3,1,2,5,3,3,1,0,1,10,4,2,3,1,3,4,3,6,7,5,5,1,3,0.637666740782074,-0.0105484618161797
4,4,4,3,4,4,5,3,3,4,4,4,4,4,4,4,3,2,1,2,6,3,2,0,2,1,4,8,2,1,1,5,5,3,5,5,4,2,3,5,-0.140488137621743,0.63738670204398
5,4,4,4,4,5,4,3,3,5,4,3,5,3,4,5,5,1,1,1,3,6,5,1,1,1,14,8,2,3,1,5,4,13,5,7,5,1,5,5,0.0437666564572614,-0.5268593626462
5,5,5,5,5,5,5,3,3,4,3,3,4,4,3,3,5,2,1,2,1,3,4,1,1,1,7,3,2,3,1,4,5,15,7,4,5,3,1,4,0.237024930228086,0.375018863561732
5,5,5,5,5,4,5,3,3,4,4,4,4,3,1,4,5,2,1,2,2,3,4,1,2,1,12,6,2,3,1,3,4,7,7,6,6,5,3,3,0.41816368219865,-0.127295021918445
4,4,5,4,4,4,3,2,3,4,4,3,4,4,5,4,2,3,1,2,2,3,1,0,0,1,4,5,2,3,1,4,3,15,3,6,5,3,1,4,-0.297088611476105,0.475831007419166
5,5,5,5,5,4,4,3,3,3,4,4,4,4,4,4,4,2,1,2,4,2,4,1,2,1,4,6,2,3,1,3,3,7,8,8,4,1,3,5,0.41816368219865,0.705330151387125
5,5,5,5,4,3,3,3,3,3,5,4,5,5,5,5,4,2,1,1,8,8,4,1,1,0,8,3,1,3,1,4,3,9,5,4,6,4,6,3,0.334847517274045,0.270821003300633
4,5,5,5,4,4,4,2,3,2,4,2,4,5,5,5,4,2,1,1,6,8,4,1,1,0,11,8,2,3,1,4,4,13,5,6,6,4,4,5,0.165419658719498,-0.146539156215324
5,5,5,5,5,5,5,2,3,5,4,4,5,5,4,5,5,1,1,1,6,8,2,0,0,0,4,5,2,3,1,4,3,15,5,6,5,2,2,4,0.436069280573343,0.383225352019634
5,5,5,5,5,4,3,3,3,5,5,5,5,5,5,5,5,1,1,2,7,6,3,1,0,1,14,6,1,3,1,4,3,3,4,5,7,7,3,4,0.637666740782074,-0.496793166208794
5,4,5,5,5,3,4,2,3,5,5,3,4,4,5,5,4,3,1,1,8,3,1,0,0,0,14,6,2,3,1,4,4,3,4,6,8,8,3,3,0.14050272419661,-0.843756252641169
5,4,4,4,4,4,3,2,3,4,4,4,3,3,4,4,4,2,1,1,1,1,3,1,2,1,8,8,2,3,1,4,4,13,4,6,5,5,1,5,-0.297088611476105,0.354224591790517
5,4,4,4,4,3,4,2,1,4,2,4,4,3,1,4,4,3,1,1,3,3,5,1,1,1,13,5,2,2,1,4,4,3,3,5,3,1,1,4,-0.297088611476105,-0.365941268270301
4,5,2,4,4,4,3,3,1,1,4,4,4,3,4,3,4,1,1,2,3,3,3,1,1,1,11,7,2,3,1,5,4,8,5,7,5,6,3,5,-0.018132364969469,-0.0608042369693879
5,4,5,4,4,4,4,2,3,4,5,3,5,5,4,5,3,3,1,1,1,1,3,1,2,1,4,7,2,3,1,4,5,8,5,6,5,1,3,5,-0.116465254366549,0.705330151387125
5,5,5,5,5,5,5,3,3,5,5,4,4,5,5,5,5,2,1,2,2,2,3,1,1,1,2,6,2,1,1,4,5,15,3,4,7,2,3,4,0.637666740782074,0.817639045847212
5,5,5,5,4,5,5,3,3,5,5,5,5,5,5,5,5,3,1,2,4,6,1,0,0,1,13,6,2,3,1,5,5,3,7,6,5,4,3,5,0.334847517274045,-0.527806893650448
4,4,5,5,5,4,4,3,3,5,4,3,5,3,5,5,5,3,1,2,2,6,5,1,1,1,7,5,2,3,1,3,3,9,7,6,6,3,3,5,0.310772166726024,0.375018863561732
5,4,5,5,4,4,5,2,3,3,5,4,5,4,5,4,4,2,1,1,8,5,2,0,0,0,2,6,1,3,1,5,5,14,6,5,6,5,3,5,-0.297088611476105,0.645451769353241
5,4,4,4,4,5,2,2,3,4,4,4,5,3,4,5,5,2,1,1,8,7,1,0,2,0,1,6,2,3,1,5,3,3,6,6,7,5,1,4,-0.116465254366549,0.876835003867142
4,4,5,4,4,3,3,3,3,4,4,4,4,4,4,4,3,1,1,1,1,1,3,1,2,1,9,7,2,3,1,3,3,12,5,5,6,4,3,5,-0.140488137621743,0.260155048097103
4,4,4,4,3,4,5,2,2,3,2,3,2,4,5,4,4,2,1,2,1,1,3,1,2,1,7,6,2,3,1,5,5,3,4,4,5,4,4,4,-0.538935226006102,0.455952139878895
4,4,5,4,5,3,4,3,3,2,4,5,3,4,4,3,5,2,1,2,6,6,4,1,0,1,7,8,1,5,1,5,5,2,8,7,5,2,3,4,-0.0462244575642779,0.379313749879076
4,4,4,4,2,4,5,2,2,2,1,2,4,4,1,2,3,3,1,2,8,5,4,1,2,0,8,5,2,3,1,4,5,3,8,6,4,2,4,3,-0.972623261599504,0.264152504177275
5,5,5,5,4,4,5,3,3,3,4,3,3,4,3,3,4,3,1,2,5,8,1,0,1,0,12,4,2,3,1,2,4,3,6,8,5,4,3,3,-0.018132364969469,-0.377238302940992
4,2,4,5,4,5,5,1,3,4,4,4,3,2,2,4,5,2,1,2,8,8,2,0,0,0,8,8,1,3,1,5,4,15,6,5,4,3,5,5,-0.898606528238283,0.126881677796713
5,4,5,4,4,4,4,3,3,4,5,5,5,4,5,4,4,2,1,2,6,3,4,1,1,1,3,6,1,5,1,4,4,5,7,6,5,4,3,5,-0.140488137621743,0.790797136935368
5,5,5,5,4,3,4,2,2,2,4,3,4,2,3,4,3,2,1,2,2,1,3,1,1,1,8,7,2,3,1,3,4,2,5,7,6,4,2,3,-0.0132023596756852,0.273687862489331
5,4,4,4,4,4,5,3,3,3,2,2,2,3,2,3,4,2,1,1,6,6,2,0,2,1,5,8,1,3,1,3,5,3,2,2,4,4,1,5,-0.301184460322696,0.633408519867434
5,3,5,3,5,3,4,2,2,4,4,4,4,4,4,4,5,2,1,2,4,6,1,0,2,1,8,5,2,3,1,5,3,3,2,4,4,3,3,4,-0.342598237873162,0.285446568274311
4,4,4,4,4,3,3,2,2,4,4,4,4,4,5,4,4,2,1,1,1,8,4,1,1,0,7,5,2,3,1,3,3,6,4,6,4,1,1,4,-0.297088611476105,0.28375086160652
5,4,4,4,3,3,4,2,3,2,3,3,4,4,3,3,3,3,1,1,5,2,3,1,2,1,5,7,2,3,1,3,4,3,4,5,5,4,3,4,-0.683823890133,0.62130547351084
5,4,4,4,4,4,3,2,3,5,4,5,4,4,3,4,3,3,1,2,8,6,1,0,1,0,1,8,2,3,1,5,5,16,6,7,6,3,4,4,-0.297088611476105,0.789371155058611
4,4,4,4,3,3,5,3,1,4,4,3,4,2,4,3,2,2,1,2,2,2,2,0,0,1,9,4,1,3,1,3,4,7,6,6,4,2,2,3,-0.540592025603101,0.120489830547011
4,5,5,5,4,4,5,3,3,3,3,4,4,3,4,3,4,1,1,2,1,1,2,0,1,1,8,4,1,3,1,3,4,13,5,6,2,1,1,6,-0.018132364969469,0.291855319655361
4,4,5,5,5,5,5,2,3,2,1,1,4,4,5,4,4,3,1,2,8,7,2,0,1,0,5,8,1,3,1,4,5,8,8,6,5,4,4,6,-0.041180761757672,0.461133591137649
5,3,5,5,5,3,5,2,3,5,4,3,4,5,4,4,4,3,1,2,8,8,3,1,1,0,12,7,2,3,1,3,3,8,5,6,8,5,4,4,-0.342598237873162,-0.298719778814986
4,4,4,3,4,4,4,2,2,4,3,4,4,3,4,4,5,3,1,1,3,3,2,0,1,1,11,6,1,3,1,3,5,1,4,7,7,6,3,4,-0.297088611476105,-0.0365369968364204
4,5,5,4,5,2,4,3,3,4,4,4,4,4,4,4,3,2,1,1,6,6,2,0,2,1,9,6,1,1,1,3,4,14,4,5,4,3,3,4,0.41816368219865,0.278500347082821
5,5,5,5,5,4,4,3,3,5,4,4,4,5,5,5,5,2,1,2,5,6,4,1,1,1,8,8,2,3,1,5,5,5,6,7,6,4,4,5,0.637666740782074,0.273687862489331
5,4,4,4,4,4,2,2,2,2,4,2,4,4,3,4,4,3,1,1,5,1,3,1,2,1,5,8,2,3,1,5,5,2,5,6,4,2,3,4,-0.297088611476105,0.62130547351084
5,5,5,5,5,3,5,3,3,4,4,4,4,4,4,4,5,1,1,1,6,6,1,0,0,1,12,5,2,3,1,3,3,9,5,5,5,5,5,4,0.41816368219865,-0.375607980676616
4,3,4,5,5,4,5,3,3,4,4,3,3,4,4,4,5,2,1,2,2,2,4,1,1,1,5,6,1,3,1,5,5,11,4,5,6,4,7,4,-0.201110937816515,0.621101831891414
4,4,5,5,5,4,4,3,2,4,2,4,5,4,5,5,4,2,1,1,8,8,1,0,2,0,7,8,2,3,1,3,3,16,8,7,8,1,5,5,0.310772166726024,0.295364147241302
5,4,5,4,4,3,3,2,2,3,4,4,4,5,3,4,3,3,1,1,8,3,2,0,0,0,9,8,1,3,1,5,3,11,8,7,3,1,2,4,-0.297088611476105,0.0357376862730776
4,4,4,4,4,3,3,2,3,5,4,4,4,3,4,5,3,2,1,1,5,3,1,0,1,1,7,8,2,3,1,3,3,13,4,8,6,1,1,5,-0.116465254366549,0.30575840803601
4,4,4,4,4,3,4,1,3,4,4,3,4,5,4,5,4,3,1,2,6,6,1,0,1,1,9,7,2,3,1,4,4,7,5,6,4,4,4,3,-0.279758382542412,0.109350976717088
5,5,5,5,5,3,3,3,3,2,2,2,5,4,5,2,3,3,2,1,5,5,2,0,1,1,12,8,2,1,1,4,5,11,7,6,5,3,4,4,0.120138497018443,-0.289792057377972
4,5,4,5,5,4,4,2,3,5,4,1,4,3,5,5,5,3,1,2,3,8,4,1,1,0,9,5,2,3,1,4,4,13,6,4,8,2,5,4,0.436069280573343,0.0923458879826674
4,4,4,4,3,3,3,2,2,4,4,4,4,4,4,5,3,2,1,1,1,1,3,1,2,1,7,5,2,1,1,3,3,16,5,4,3,3,1,5,-0.364464263153073,0.455952139878895
2,3,4,3,3,3,3,1,2,3,3,3,4,4,3,3,2,3,1,1,3,8,5,1,2,0,9,7,2,3,1,4,3,14,8,5,5,1,5,5,-1.0656113713699,0.171980843562458
3,3,5,4,5,4,5,2,3,4,2,3,4,4,5,5,5,2,1,2,6,6,1,0,1,1,10,5,2,3,1,5,5,15,3,5,5,4,2,3,-0.178312632206072,-0.00146511699557332
4,4,4,4,4,5,5,2,2,2,4,4,3,3,3,4,5,2,1,1,6,6,1,0,0,1,7,2,2,3,1,5,5,8,2,4,8,8,6,4,-0.297088611476105,0.224438205339364
5,5,5,5,5,4,4,3,3,4,5,1,5,5,5,5,4,2,1,2,8,6,3,1,0,0,10,8,2,3,1,5,5,7,5,6,6,3,2,5,0.637666740782074,-0.0963486789900967
5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,2,1,2,8,8,2,0,2,0,12,6,2,3,1,3,3,13,8,6,5,4,5,5,0.637666740782074,-0.289874096542315
4,3,4,3,3,4,4,3,3,4,4,4,4,2,2,4,5,3,1,1,2,1,3,1,1,1,4,4,2,3,1,3,4,4,6,6,5,4,3,4,-0.663223632108227,0.624878688453045
4,4,5,4,3,3,4,3,3,3,4,4,4,3,3,4,4,2,1,1,1,1,3,1,1,1,5,6,1,3,1,3,5,14,5,5,3,3,3,4,-0.391208831407869,0.621101831891414
4,5,5,4,3,4,5,3,3,3,4,4,5,4,5,3,4,1,1,1,1,1,3,1,1,1,4,1,2,3,1,3,3,4,5,7,7,1,1,3,-0.259375740265664,0.624878688453045
4,4,4,4,3,3,3,2,2,3,3,3,5,2,4,4,3,2,1,2,1,1,2,0,2,1,3,7,1,3,1,3,5,3,5,6,5,2,1,5,-0.538935226006102,0.803479651970833
5,5,5,5,4,3,5,2,2,4,4,4,5,5,4,5,4,3,1,1,2,1,2,0,1,1,5,6,2,3,1,3,4,6,7,5,4,1,4,5,0.165419658719498,0.472701504546702
4,4,4,5,4,4,5,3,3,4,3,3,4,3,3,4,5,2,1,1,3,3,1,0,2,1,3,5,1,3,1,3,3,16,5,5,8,3,1,5,-0.140488137621743,0.803479651970833
4,4,5,4,4,5,4,3,3,2,2,3,4,3,4,3,4,3,1,1,8,4,2,0,0,0,14,7,1,3,1,4,5,3,5,5,5,3,4,5,-0.301184460322696,-0.685279984173218
4,4,4,4,4,4,4,3,2,4,4,4,4,4,5,4,3,2,1,1,8,5,2,0,0,0,14,7,2,3,1,4,5,2,4,6,4,4,4,5,-0.140488137621743,-0.843756252641169
4,4,4,4,4,3,3,2,2,5,5,5,5,5,5,5,3,1,1,1,3,3,3,1,1,1,11,5,2,3,1,4,4,15,3,3,3,3,3,4,-0.116465254366549,-0.0608042369693879
5,4,5,4,5,5,4,3,2,5,5,5,5,5,5,5,3,2,1,1,5,8,3,1,1,0,11,6,2,1,1,4,4,14,6,6,5,1,1,5,0.310772166726024,-0.146539156215324
5,5,5,5,5,4,5,3,3,4,3,3,4,4,4,4,5,3,1,2,1,2,3,1,1,1,5,6,2,3,1,4,4,3,7,7,8,5,6,4,0.41816368219865,0.540853588521075
5,5,5,5,5,4,4,2,2,2,3,3,4,3,3,3,3,2,1,1,1,1,3,1,1,1,4,5,2,3,1,5,4,2,4,4,4,4,2,3,0.0750328960275498,0.624878688453045
5,5,5,5,5,4,4,3,3,2,4,4,4,4,4,4,4,2,1,2,2,2,3,1,1,1,2,8,2,1,1,4,5,7,7,7,8,3,1,5,0.41816368219865,0.817639045847212
4,4,4,4,4,3,4,2,2,5,4,5,5,5,5,5,3,2,1,2,2,1,3,1,2,1,5,8,2,3,1,4,4,2,6,8,4,1,3,4,-0.116465254366549,0.62130547351084
5,5,5,5,3,4,5,2,1,4,4,4,5,5,5,5,3,2,1,2,8,8,2,0,2,0,2,7,1,3,1,4,5,4,5,7,3,2,3,5,-0.0883517171562233,0.802087083702979
4,3,5,3,4,4,3,2,3,5,4,4,4,4,4,5,2,3,1,1,3,3,4,1,1,1,2,8,2,3,1,4,3,3,4,6,8,1,1,5,-0.416048847780856,0.817639045847212
5,5,5,5,4,3,3,2,2,4,4,4,4,4,4,4,3,3,1,1,5,5,5,1,1,1,5,8,2,3,1,3,4,2,7,7,6,1,1,5,-0.0132023596756852,0.540853588521075
5,5,5,5,5,3,5,3,3,4,3,3,4,3,4,4,4,3,1,2,3,3,3,1,1,1,3,5,2,3,1,4,4,13,5,5,5,3,5,3,0.41816368219865,0.713011932485375
5,4,4,4,5,4,4,3,3,4,3,4,4,3,5,4,3,2,1,2,4,8,1,0,1,0,9,8,2,3,1,5,4,7,5,6,8,3,1,4,0.120118371760654,0.0225048686687753
4,3,4,3,4,3,2,2,3,2,4,3,4,4,4,4,3,3,2,1,8,6,2,0,1,0,9,6,2,3,1,3,3,13,4,4,7,4,1,4,-0.582996163355402,0.0225048686687753
4,4,4,4,4,5,3,2,2,2,4,3,3,4,4,3,5,2,1,1,3,8,2,0,1,0,10,7,2,3,1,4,3,16,7,7,7,3,1,4,-0.452292440038533,-0.0881677625314974
4,4,4,4,4,3,4,2,2,3,4,3,4,2,3,4,4,3,1,2,2,2,5,1,1,1,4,5,2,3,1,4,4,8,4,6,4,3,2,2,-0.297088611476105,0.624878688453045
4,4,4,4,4,3,3,2,2,4,4,2,4,3,3,3,3,2,1,1,3,3,2,0,0,1,4,5,2,3,1,3,3,3,4,5,5,3,4,3,-0.452292440038533,0.475831007419166
5,5,5,5,4,4,2,3,3,4,5,4,5,5,5,5,5,2,1,2,6,8,2,0,1,0,9,8,1,3,1,5,3,13,8,5,5,2,3,6,0.334847517274045,0.11328879508483
5,5,5,5,5,5,5,3,3,5,3,3,5,4,4,5,5,2,1,2,3,6,1,0,1,1,11,8,2,3,1,5,5,8,6,4,5,4,4,5,0.637666740782074,-0.134696052042707
5,5,5,5,5,4,4,3,3,4,5,5,5,4,4,4,4,3,1,1,3,6,2,0,2,1,7,8,1,3,1,5,5,7,8,7,3,1,1,4,0.41816368219865,0.471028032298748
5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,5,1,1,1,2,5,4,1,0,1,7,5,2,3,1,5,5,7,3,3,3,3,3,4,0.237024930228086,0.293971499390473
5,5,5,5,5,3,5,3,3,4,4,4,4,4,3,5,4,2,1,2,2,5,4,1,1,1,9,7,2,3,1,5,5,13,5,5,5,1,5,4,0.637666740782074,0.179447991521837
5,5,5,5,5,4,5,3,3,2,5,2,5,5,5,5,4,2,1,1,3,3,3,1,0,1,2,6,1,3,1,3,4,4,5,6,3,3,4,4,0.637666740782074,0.811495916001901
5,4,5,4,5,4,4,3,3,4,4,3,4,2,4,5,4,3,1,2,8,3,5,1,1,0,12,6,2,3,1,4,4,16,5,8,8,5,8,4,0.310772166726024,-0.298719778814986
5,4,5,5,3,3,3,3,3,5,4,4,4,4,4,5,2,1,1,1,2,3,3,1,2,1,9,5,2,3,1,4,3,10,8,6,3,4,1,5,-0.214778948807454,0.260155048097103
5,5,5,5,4,4,4,3,3,5,4,4,4,3,5,5,4,3,1,2,8,1,3,1,0,0,11,8,2,3,1,5,5,11,7,6,4,3,3,5,0.334847517274045,-0.228002214744947
5,4,4,4,4,3,3,2,3,4,4,3,4,5,4,5,4,2,1,2,3,3,2,0,1,1,5,5,1,3,1,3,3,15,4,7,6,2,6,5,-0.116465254366549,0.554350420722706
5,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,2,1,1,2,2,3,1,2,1,2,2,2,1,1,3,3,4,3,2,5,2,2,5,0.41816368219865,0.899966430778293
5,5,5,5,3,4,4,1,3,4,4,2,3,3,4,4,5,3,1,2,5,8,5,1,2,0,4,8,2,3,1,3,5,15,5,7,8,1,8,4,-0.403551330482473,0.606356989999443
4,4,5,4,5,4,5,3,3,4,4,3,4,4,4,3,4,2,1,2,8,6,2,0,1,0,10,8,1,3,1,5,5,8,5,5,5,4,4,5,-0.0462244575642779,0.00696913614257455
5,4,5,4,4,4,4,2,3,2,4,3,4,3,3,4,4,2,1,1,2,4,4,1,1,1,3,8,2,2,1,5,5,7,2,5,3,1,3,3,-0.297088611476105,0.713011932485375
5,5,5,5,4,3,3,3,3,2,4,3,4,3,4,4,5,2,1,1,5,5,3,1,1,1,4,5,1,3,1,3,3,8,3,5,8,5,2,4,0.145675190540327,0.703514460734922
4,4,4,4,4,3,3,3,2,4,4,4,4,4,4,4,3,3,1,2,6,5,5,1,2,1,13,7,2,3,1,5,5,13,5,6,4,3,1,5,-0.140488137621743,-0.282487310750744
4,4,4,4,4,3,3,2,2,4,4,4,4,4,4,4,3,2,1,1,6,6,2,0,2,1,1,7,1,2,1,3,3,1,4,4,4,4,4,4,-0.297088611476105,1.09401606942601
4,5,5,5,3,5,1,1,3,5,5,5,5,4,5,5,3,2,1,1,3,1,2,0,0,1,1,6,1,3,1,3,3,6,4,6,8,6,1,4,-0.239805160822673,0.898330599278142
4,3,4,4,4,4,4,3,3,4,4,3,2,2,4,4,3,2,1,2,3,2,1,0,1,1,10,8,2,3,1,4,5,13,4,6,8,5,5,5,-0.442314392425743,-0.00146511699557332
4,4,5,5,5,4,5,3,3,2,3,3,4,2,2,4,3,3,1,1,3,6,3,1,1,1,11,8,2,3,1,4,4,10,4,6,5,4,4,4,0.120118371760654,-0.0608042369693879
4,4,4,3,4,4,4,2,2,4,4,4,4,3,4,4,3,2,1,1,6,3,5,1,1,1,10,8,2,3,1,4,5,7,5,6,6,5,4,3,-0.297088611476105,0.0704993261119914
4,4,4,4,4,4,4,3,3,5,4,4,5,4,5,5,3,2,1,2,6,6,2,0,0,1,14,7,1,3,1,4,3,3,7,6,8,7,1,5,0.0437666564572614,-0.585491495018846
4,4,5,4,4,3,4,2,3,4,4,3,4,2,4,4,3,2,1,2,5,2,5,1,1,1,3,7,2,3,1,3,5,8,5,8,5,3,1,4,-0.297088611476105,0.713011932485375
4,4,5,3,5,3,4,3,3,4,4,4,4,4,1,5,3,3,1,1,6,6,1,0,1,1,7,8,2,3,1,3,4,10,5,7,4,1,2,4,0.310772166726024,0.30575840803601
4,3,4,4,4,3,3,2,2,3,3,3,4,3,3,4,3,2,1,2,1,2,2,0,1,1,4,6,2,1,2,4,4,16,6,6,5,3,3,4,-0.582996163355402,0.557034603363158
5,5,5,5,5,3,5,3,3,4,4,4,4,5,5,5,5,2,1,1,1,1,5,1,0,1,1,7,2,3,1,4,4,10,4,4,4,4,4,2,0.637666740782074,0.889969677048393
5,4,3,5,5,4,4,3,2,2,5,4,4,5,5,4,3,3,1,2,8,6,2,0,1,0,13,7,2,3,1,5,4,10,6,5,5,4,1,6,0.120118371760654,-0.52808610582444
4,4,5,4,5,3,5,3,3,3,4,3,4,4,3,4,5,2,1,1,8,5,4,1,2,0,7,5,2,1,1,3,5,7,6,7,6,3,3,4,0.120118371760654,0.363004139863634
5,5,5,5,4,4,5,3,3,4,5,2,4,3,4,5,3,3,1,2,8,2,3,1,1,0,8,5,2,3,1,4,5,13,6,6,4,4,1,5,0.334847517274045,0.184964047372805
4,4,5,4,3,3,2,2,3,4,4,4,5,2,2,5,4,3,1,2,5,5,5,1,2,1,7,5,2,3,1,4,4,2,4,7,7,6,1,4,-0.364464263153073,0.455952139878895
4,5,5,4,4,3,4,2,3,2,3,2,4,4,3,4,4,2,1,1,6,6,3,1,1,1,9,7,2,3,1,4,3,14,5,7,5,3,5,4,-0.0132023596756852,0.179447991521837
4,4,5,4,4,5,4,3,3,5,4,5,4,4,5,5,4,2,1,2,8,6,5,1,0,0,12,8,2,3,1,5,5,15,5,7,6,2,4,6,0.0437666564572614,-0.383003273865442
4,4,4,4,4,3,2,2,3,4,4,4,4,4,4,4,2,3,1,1,7,6,2,0,1,1,2,5,2,3,1,4,5,7,6,8,5,4,1,3,-0.297088611476105,0.748896917909429
4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,1,2,2,6,4,1,1,1,7,3,2,3,1,3,3,14,3,4,3,3,1,3,-0.140488137621743,0.375018863561732
4,4,5,4,3,3,4,3,3,4,5,2,5,5,5,5,3,3,1,2,2,7,4,1,1,1,10,2,2,3,1,3,4,15,4,3,3,2,2,3,-0.214778948807454,0.0704993261119914
4,4,4,4,4,3,3,2,1,2,4,4,5,4,4,3,3,2,1,1,2,6,4,1,0,1,9,4,2,3,1,3,3,1,4,5,3,2,1,3,-0.452292440038533,0.0993576053825492
4,4,4,4,4,3,3,2,2,5,3,2,2,4,4,4,3,2,1,1,2,5,3,1,2,1,1,5,2,3,1,4,4,11,4,8,8,3,1,5,-0.297088611476105,1.08903887863088
5,5,5,5,5,4,3,3,3,5,5,5,5,5,5,5,4,2,1,2,3,6,2,0,1,1,10,8,2,3,1,5,5,8,4,4,5,3,4,5,0.637666740782074,-0.00146511699557332
5,4,5,4,5,4,4,3,3,5,4,3,4,2,5,4,4,2,1,2,6,6,1,0,0,1,14,6,2,3,1,4,4,16,4,4,8,4,2,5,0.120118371760654,-0.725980053113619
5,5,5,5,5,3,1,1,3,3,4,4,4,3,4,4,5,3,2,1,2,3,3,1,2,1,2,4,2,3,1,4,5,2,4,6,8,6,4,3,0.0746431384283489,0.899966430778293
4,4,5,4,4,2,3,2,3,3,3,4,4,4,4,4,3,2,1,2,8,6,2,0,0,0,13,5,1,3,1,4,5,3,5,5,4,2,4,4,-0.297088611476105,-0.50076977799679
4,4,5,4,4,3,5,2,2,4,4,2,4,4,3,4,3,3,1,2,6,5,5,1,1,1,10,5,2,3,1,3,5,2,4,7,5,2,3,4,-0.297088611476105,0.0704993261119914
4,4,4,4,4,4,5,2,2,3,4,4,3,4,4,4,4,3,1,2,3,4,4,1,1,1,3,8,2,3,1,4,5,7,4,6,3,1,3,5,-0.297088611476105,0.713011932485375
4,5,4,5,3,3,4,2,2,2,4,3,4,4,2,4,3,3,1,1,8,8,5,1,1,0,11,8,2,1,1,4,4,15,4,5,5,5,1,4,-0.255355007575103,-0.146539156215324
5,4,4,5,5,4,4,2,3,5,5,3,4,4,4,5,4,2,1,2,6,8,2,0,2,0,1,6,1,3,1,4,4,3,7,6,6,4,4,4,0.14050272419661,0.960083365409393
4,3,5,3,3,4,3,3,2,4,2,4,4,4,1,3,3,3,1,1,1,2,3,1,2,1,1,6,2,1,1,3,3,13,4,6,8,5,1,5,-0.796285310234817,1.08903887863088
4,4,4,4,5,4,5,3,2,5,4,1,5,5,5,4,3,2,1,2,3,6,1,0,1,1,11,8,2,3,1,4,5,3,5,5,7,8,5,5,0.120118371760654,-0.134696052042707
5,4,5,4,5,3,4,2,3,2,4,4,4,4,3,4,5,3,1,2,2,2,4,1,0,1,7,5,2,3,1,4,5,14,6,7,5,3,4,3,-0.041180761757672,0.293971499390473
5,4,5,4,4,3,3,2,2,3,3,3,3,3,3,3,3,2,1,1,1,1,4,1,2,1,3,6,2,2,1,2,2,4,7,7,3,1,1,5,-0.452292440038533,0.79434871154725
